pitch [deg],pAtm [hPa],Tatm [C],rho [km/m3],Qinf [Pa],Vinf [m/s],Ps (gauge) [Pa],Pt (gauge) [Pa],n [Hz],J [-],P1 (gauge) [Pa],P2 (gauge) [Pa],P3 (gauge) [Pa],P4 (gauge) [Pa],P5 (gauge) [Pa],X [m],Y [m],Z [m]
30,1026.35148,13.28,1.248291,561.623636,29.997138,27.106337,589.693716,52.73097,1.399781861,365.662739,336.181403,310.919319,338.337576,545.882495,0.11889,0.07536,0
30,1026.3498,13.2896,1.248247,561.884997,30.004645,27.428726,590.190278,52.738984,1.399919408,370.670393,328.369629,291.677095,329.38201,534.942234,0.11889,0.0612,0
30,1026.37092,13.3,1.248227,562.235268,30.014232,29.552695,592.611395,52.725777,1.400717477,386.451163,373.764892,362.747315,373.482665,588.867219,0.14111,0.25,0
30,1026.38036,13.3,1.248239,561.235868,29.987406,29.67401,591.857323,52.720541,1.399604539,386.102469,372.908918,362.002586,373.439594,588.024469,0.14111,0.23972,0
30,1026.34144,13.2992,1.248195,561.744633,30.001522,29.478919,592.153759,52.728037,1.40006431,385.708465,372.343967,361.731622,373.276461,587.950695,0.14111,0.23049,0
30,1026.33164,13.302,1.248171,561.60669,29.998128,29.224125,591.800372,52.723735,1.400020149,384.908181,371.57794,361.201122,372.735963,586.834264,0.14111,0.22239,0
30,1026.34896,13.3,1.2482,561.679791,29.999722,29.542043,592.121924,52.739358,1.399679791,385.375749,371.926436,361.773643,373.385349,587.945239,0.14111,0.2155,0
30,1026.33548,13.3,1.248184,561.568335,29.996943,29.250689,591.770071,52.731359,1.399762435,382.949194,370.299552,360.566862,371.273867,586.56928,0.14111,0.20991,0
30,1026.31816,13.3008,1.248159,561.734332,30.001671,29.631796,592.352651,52.73805,1.399805441,378.996954,369.074572,361.706174,369.408113,585.732433,0.14111,0.20567,0
30,1026.35236,13.3,1.248205,561.683256,29.999765,29.214328,591.754227,52.727126,1.400006505,374.144866,365.942074,360.909438,366.614382,581.596592,0.14111,0.20281,0
30,1026.36748,13.3,1.248223,561.706705,30.00017,28.9811,591.475553,52.729733,1.399956187,372.795543,364.584408,360.010455,365.791877,579.995446,0.14111,0.20138,0
30,1026.38136,13.3,1.24824,561.718525,30.000283,29.345769,591.960488,52.734392,1.399837776,373.636533,365.371732,360.852427,366.528585,581.214965,0.14111,0.20102,0
30,1026.35732,13.3008,1.248207,561.543699,29.996007,29.383708,591.893689,52.723922,1.399916196,373.210187,364.91225,360.530038,366.35979,580.76437,0.14111,0.19958,0
30,1026.36246,13.3016,1.24821,561.580629,29.996961,29.213867,591.614624,52.726003,1.399905466,372.59815,363.845992,359.256394,365.505851,579.354607,0.14111,0.19673,0
30,1026.36238,13.3004,1.248215,561.870804,30.004648,29.398897,592.400192,52.736542,1.399984372,373.526921,364.00459,358.921318,366.132611,579.921664,0.14111,0.19248,0
30,1026.36134,13.3088,1.248177,561.750756,30.001897,29.309078,591.910525,52.725233,1.400156268,373.765932,363.829359,358.421196,366.360117,579.91049,0.14111,0.18689,0
30,1026.37034,13.306,1.2482,561.52305,29.995538,29.266733,591.815562,52.733589,1.399637683,374.331275,364.315279,359.474432,367.291847,581.352985,0.14111,0.18001,0
30,1026.36058,13.3056,1.24819,561.575978,29.997073,29.229648,591.780059,52.729221,1.399825258,375.636232,365.841997,361.460984,369.120839,584.481877,0.14111,0.17191,0
30,1026.35024,13.3076,1.248169,561.439032,29.993671,29.096892,591.45951,52.729082,1.399670192,376.887834,367.198748,362.991529,370.646592,586.823606,0.14111,0.16267,0
30,1026.3729,13.3,1.24823,561.528604,29.995335,28.785681,591.175392,52.727591,1.399787424,376.623834,367.458605,364.120569,371.106266,587.770803,0.14111,0.15239,0
30,1026.35866,13.3052,1.24819,561.400393,29.99239,28.20521,590.515035,52.736199,1.399421529,376.898026,367.595637,364.646346,371.686151,589.138058,0.14111,0.14118,0
30,1026.39382,13.3072,1.248224,561.780804,30.002141,27.929439,590.540747,52.732176,1.399983301,375.427659,365.97916,362.523293,369.845312,586.939197,0.14111,0.12914,0
30,1026.362,13.314,1.248155,561.538098,29.99648,27.755653,590.319025,52.737731,1.399571707,373.869823,363.090218,357.531491,366.511483,583.050485,0.14111,0.11641,0
30,1026.33638,13.32,1.248098,561.718478,30.001987,27.724223,590.245975,52.73201,1.399980522,371.688848,357.983412,349.049357,361.203011,575.60542,0.14111,0.10311,0
30,1026.37856,13.3144,1.248174,561.385535,29.992184,27.49665,589.874797,52.726738,1.39966302,368.655248,350.049196,334.5187,351.86233,562.586763,0.14111,0.08938,0
30,1026.385,13.3156,1.248176,561.668398,29.999708,27.359356,589.879404,52.735298,1.399786897,366.640101,338.524851,312.907568,338.900945,545.215217,0.14111,0.07536,0
30,1026.35888,13.32,1.248125,561.678747,30.000597,27.216869,589.791951,52.724869,1.400105264,371.449573,330.544623,293.914225,330.416579,534.475117,0.14111,0.0612,0
30,1026.38748,13.32,1.24816,562.124191,30.012072,29.478919,592.54479,52.731696,1.400459457,386.310185,373.886472,362.94471,373.303552,588.893585,0.16333,0.25,0
30,1026.38648,13.32,1.248159,561.358526,29.99164,29.096695,591.345759,52.720579,1.399801144,385.115565,372.233506,361.294363,372.221844,586.802302,0.16333,0.23972,0
30,1026.38148,13.32,1.248153,561.736278,30.001803,29.515938,592.323662,52.738431,1.399801487,386.081954,373.205461,362.533942,373.455772,588.676404,0.16333,0.23049,0
30,1026.3807,13.32,1.248152,561.492006,29.99529,29.463336,591.997711,52.728682,1.399756362,385.29731,372.344429,361.93506,373.011342,587.648224,0.16333,0.22239,0
30,1026.39246,13.32,1.248166,561.694696,30.000532,29.457089,592.174069,52.728245,1.400012587,385.053497,372.295898,362.236872,373.088339,587.754874,0.16333,0.2155,0
30,1026.36862,13.32,1.248137,561.571373,29.997587,29.483982,591.914729,52.723031,1.400013594,382.679739,370.997067,361.398649,371.198386,587.203789,0.16333,0.20991,0
30,1026.39668,13.32,1.248171,561.689522,30.000332,29.155544,591.863577,52.729091,1.399980792,376.976089,367.996478,360.920223,367.946611,583.464215,0.16333,0.20567,0
30,1026.37618,13.32,1.248146,561.725835,30.001601,29.340837,592.043932,52.725701,1.400130026,374.275056,366.480918,361.33592,366.7547,581.993282,0.16333,0.20281,0
30,1026.40252,13.32,1.248178,561.494949,29.99505,29.208739,591.641051,52.731567,1.39966858,373.252005,365.677813,360.967104,365.982039,580.785217,0.16333,0.20138,0
30,1026.38312,13.32,1.248155,561.783937,30.003051,29.948662,592.958112,52.735271,1.399943598,375.532003,367.653571,362.965612,368.168466,584.068016,0.16333,0.20102,0
30,1026.36618,13.32,1.248134,561.628335,29.999144,29.102613,591.635144,52.733646,1.399804431,372.348549,364.97531,360.40504,365.467124,579.969136,0.16333,0.19958,0
30,1026.39576,13.32,1.24817,561.568288,29.997108,29.060005,591.485027,52.7245,1.399952233,372.192715,364.109403,359.442478,365.061752,579.052079,0.16333,0.19673,0
30,1026.40074,13.32,1.248176,561.592354,29.997678,29.325385,591.806365,52.723472,1.400006131,372.743074,364.109928,358.603729,365.234812,579.104618,0.16333,0.19248,0
30,1026.39406,13.32,1.248168,561.580962,29.997471,29.213341,591.802163,52.742271,1.399497468,373.52725,364.305021,358.854181,366.035434,579.90016,0.16333,0.18689,0
30,1026.38718,13.32,1.24816,561.476674,29.994786,28.960191,591.402242,52.720077,1.399961307,374.160516,364.833283,359.536635,366.944664,580.9972,0.16333,0.18001,0
30,1026.39086,13.32,1.248164,561.772355,30.002629,29.187303,591.708254,52.72794,1.400118545,375.480262,366.327649,361.773441,368.861112,584.036741,0.16333,0.17191,0
30,1026.39044,13.32,1.248164,561.668351,29.999858,29.15035,591.754883,52.724501,1.400080548,377.06965,368.118513,363.823897,370.705435,586.733459,0.16333,0.16267,0
30,1026.39162,13.32,1.248165,561.418668,29.993172,28.690733,590.967422,52.728452,1.399663629,377.006655,368.710429,364.922438,371.00402,588.003499,0.16333,0.15239,0
30,1026.39474,13.32,1.248169,561.532829,29.996175,28.326854,590.756815,52.742557,1.399429416,377.163351,369.127569,365.678007,371.680298,589.391808,0.16333,0.14118,0
30,1026.3956,13.32,1.24817,561.503304,29.995374,27.84488,590.169241,52.735882,1.399569173,375.667529,367.457822,363.459485,369.780349,587.331243,0.16333,0.12914,0
30,1026.40888,13.32,1.248186,561.785266,30.00271,27.533537,590.102039,52.731331,1.400032287,373.542963,363.988414,358.182119,365.943179,581.864816,0.16333,0.11641,0
30,1026.4304,13.32,1.248212,561.585329,29.997056,27.564902,590.035232,52.733881,1.399700764,371.746052,359.297557,350.236205,360.915923,574.688162,0.16333,0.10311,0
30,1026.424,13.32,1.248205,561.79006,30.002618,27.481066,590.20573,52.736782,1.399883284,369.423516,351.972097,336.330203,352.44649,563.053462,0.16333,0.08938,0
30,1026.40118,13.32,1.248177,561.648936,29.999182,27.560299,590.10769,52.725087,1.400033438,367.315527,340.501412,314.686858,339.669609,545.045703,0.16333,0.07536,0
30,1026.40804,13.32,1.248185,561.365314,29.991507,27.502107,589.647422,52.719751,1.399816921,372.395038,332.604159,296.677057,332.088365,534.687638,0.16333,0.0612,0
30,1026.42698,13.32,1.248208,562.006754,30.00836,29.261736,592.17261,52.727307,1.400402803,385.438217,373.443815,362.372908,372.438428,587.722931,0.18556,0.25,0
30,1026.45396,13.32,1.248241,561.384633,29.991352,29.314733,591.686426,52.722776,1.399729371,385.09525,372.808778,361.841494,372.422321,587.1988,0.18556,0.23972,0
30,1026.44018,13.32,1.248224,561.871896,30.004566,29.378251,592.317671,52.728551,1.400192713,385.859043,373.448878,362.669132,373.190326,588.527937,0.18556,0.23049,0
30,1026.42892,13.32,1.248211,561.631658,29.998316,29.48944,591.944974,52.725428,1.399983969,385.552236,372.966979,362.560045,373.136141,588.242178,0.18556,0.22239,0
30,1026.42934,13.32,1.248211,561.620503,29.998011,29.309407,591.945499,52.734087,1.399739858,384.497819,372.381577,362.149149,372.5364,587.601417,0.18556,0.2155,0
30,1026.42828,13.32,1.24821,561.54669,29.996056,29.346558,591.863047,52.731135,1.399726991,381.962431,370.960245,361.497606,370.521986,586.563618,0.18556,0.20991,0
30,1026.41752,13.32,1.248197,561.740123,30.001379,29.240037,591.861929,52.729562,1.400017145,376.778818,368.430054,361.440135,367.508835,583.782124,0.18556,0.20567,0
30,1026.41072,13.32,1.248188,561.746626,30.001652,29.250821,591.955764,52.73724,1.399826055,373.932417,366.83888,361.533702,366.365117,581.945813,0.18556,0.20281,0
30,1026.42632,13.32,1.248207,561.789633,30.002572,29.340969,591.992317,52.731234,1.400028423,373.080259,366.169447,361.247742,366.002819,581.114043,0.18556,0.20138,0
30,1026.43934,13.32,1.248223,561.676136,29.999351,29.150021,591.82635,52.72708,1.399988406,372.867744,365.921033,361.18008,365.657084,580.626096,0.18556,0.20102,0
30,1026.44472,13.32,1.24823,561.618129,29.997723,29.203018,591.836156,52.73861,1.399606375,372.638917,365.519543,361.10216,365.559636,580.498933,0.18556,0.19958,0
30,1026.4376,13.32,1.248221,561.578351,29.996765,29.202887,591.723448,52.721181,1.400024356,372.317248,364.912647,360.036095,365.055899,579.577178,0.18556,0.19673,0
30,1026.42136,13.32,1.248201,561.587275,29.997241,29.102415,591.712793,52.729683,1.399820833,372.645231,364.209677,358.812163,365.099689,579.036296,0.18556,0.19248,0
30,1026.44318,13.32,1.248228,561.963747,30.006975,29.076245,591.971996,52.737455,1.400068709,373.403303,364.622083,358.921841,365.635385,579.455011,0.18556,0.18689,0
30,1026.45538,13.32,1.248243,561.403858,29.991845,28.933298,591.284277,52.729763,1.399566905,373.740946,365.192031,359.781367,366.435277,580.70599,0.18556,0.18001,0
30,1026.46484,13.32,1.248254,561.728446,30.000375,29.293298,592.09082,52.733306,1.399870897,376.207893,367.56329,362.741724,369.369388,584.820635,0.18556,0.17191,0
30,1026.44302,13.32,1.248228,561.677465,29.999333,29.224454,591.826285,52.725793,1.400021739,377.381592,368.910518,364.396282,370.706229,587.24041,0.18556,0.16267,0
30,1026.44052,13.32,1.248225,561.35245,29.990688,28.833024,590.994573,52.723477,1.399679772,377.017573,369.433848,365.563337,371.003231,587.97141,0.18556,0.15239,0
30,1026.45032,13.32,1.248237,561.422133,29.992407,28.115259,590.443103,52.725153,1.399715503,377.183671,369.766623,366.369869,371.61573,589.407722,0.18556,0.14118,0
30,1026.4681,13.32,1.248258,561.805203,30.002377,27.708376,590.323894,52.728927,1.400080577,375.853744,368.451227,364.323623,369.6399,586.907771,0.18556,0.12914,0
30,1026.46392,13.32,1.248253,561.541611,29.995399,27.428595,589.957644,52.72675,1.399812738,373.678677,365.049545,359.297291,366.176147,582.067584,0.18556,0.11641,0
30,1026.46898,13.32,1.248259,561.614617,29.997275,27.34443,589.946932,52.732475,1.399748304,371.371718,359.937206,351.099674,360.888376,574.051658,0.18556,0.10311,0
30,1026.46342,13.32,1.248252,561.581484,29.996472,27.560036,590.195278,52.726353,1.399873352,369.735448,353.229035,337.932612,353.05326,563.233496,0.18556,0.08938,0
30,1026.46658,13.32,1.248256,561.665503,29.998669,27.57082,590.086653,52.728953,1.399906851,367.190725,340.954844,315.696177,339.756266,543.80665,0.18556,0.07536,0
30,1026.47762,13.32,1.24827,561.685962,29.999054,27.571083,590.127817,52.734499,1.399777589,372.903641,334.231745,298.643933,332.986748,534.549943,0.18556,0.0612,0
30,1026.44862,13.32,1.248234,562.002007,30.007917,29.197955,592.069845,52.716976,1.400656564,385.458734,373.602018,362.580694,372.523781,588.199109,0.20778,0.25,0
30,1026.46226,13.32,1.248251,561.608921,29.997221,29.150415,591.718121,52.730433,1.399799989,385.115898,372.988675,362.018436,372.384124,587.421244,0.20778,0.23972,0
30,1026.44226,13.32,1.248227,561.690566,29.999694,29.235106,591.764153,52.732604,1.399857756,385.04278,372.914639,362.164213,372.498069,587.66999,0.20778,0.23049,0
30,1026.45542,13.32,1.248243,561.771737,30.001669,29.13424,591.728182,52.72407,1.400176512,384.653651,372.475739,362.034413,372.444545,587.373293,0.20778,0.22239,0
30,1026.45384,13.32,1.248241,561.754933,30.001244,29.325056,592.069912,52.732556,1.399931357,384.695405,372.739871,362.63277,372.746746,588.215223,0.20778,0.2155,0
30,1026.46362,13.32,1.248253,561.705709,29.999786,29.462941,592.080032,52.728586,1.39996872,381.360327,371.123973,362.096421,370.332416,586.601504,0.20778,0.20991,0
30,1026.45612,13.32,1.248244,561.708889,29.99998,29.117933,591.651112,52.720601,1.400189812,375.875441,368.091165,361.590645,367.161259,583.26299,0.20778,0.20567,0
30,1026.43172,13.32,1.248214,561.65188,29.998815,29.155544,591.87317,52.728371,1.399929116,373.611083,366.854661,361.575592,365.986774,581.729023,0.20778,0.20281,0
30,1026.44968,13.32,1.248236,561.721468,30.000411,29.113396,591.759021,52.729673,1.399969026,372.571326,365.778611,361.107355,365.364086,580.265757,0.20778,0.20138,0
30,1026.48516,13.32,1.248279,561.542607,29.995116,28.959928,591.402705,52.731134,1.399683153,372.110066,365.556827,360.87853,365.16413,579.831384,0.20778,0.20102,0
30,1026.47418,13.32,1.248266,561.774395,30.001466,29.123654,591.845878,52.738692,1.399778836,372.431662,365.63586,361.117747,365.543001,580.498796,0.20778,0.19958,0
30,1026.47338,13.32,1.248265,561.857038,30.003684,29.039095,591.717858,52.735641,1.399963311,372.343684,365.139297,360.181545,364.926232,579.656608,0.20778,0.19673,0
30,1026.46862,13.32,1.248259,561.750614,30.000912,28.954799,591.588599,52.730364,1.399974059,372.327642,364.505828,359.139879,364.953522,579.205557,0.20778,0.19248,0
30,1026.46402,13.32,1.248253,561.691468,29.9994,28.706646,591.247852,52.729069,1.399937884,372.489263,364.431137,358.900273,365.024203,579.210745,0.20778,0.18689,0
30,1026.50154,13.32,1.248299,561.728921,29.999851,28.822503,591.629293,52.726685,1.400022228,374.186822,365.75198,360.431075,366.80402,581.172228,0.20778,0.18001,0
30,1026.49752,13.32,1.248294,561.481041,29.993291,28.848805,591.397769,52.727983,1.399681632,375.168329,367.098541,362.471084,368.503807,583.951641,0.20778,0.17191,0
30,1026.50132,13.32,1.248299,561.457449,29.992605,28.812114,591.31531,52.726957,1.399676854,376.814916,369.133026,364.510824,370.164614,586.601301,0.20778,0.16267,0
30,1026.48468,13.32,1.248278,561.415345,29.991723,28.69652,591.12365,52.729188,1.399576474,377.298211,370.236042,366.531225,371.474687,588.740131,0.20778,0.15239,0
30,1026.50018,13.32,1.248297,561.406089,29.99125,27.887752,590.184952,52.737303,1.399339043,376.981475,370.098879,366.816664,371.550103,589.047524,0.20778,0.14118,0
30,1026.48466,13.32,1.248278,561.784554,30.001584,27.992957,590.74182,52.740594,1.399733861,376.414816,369.534319,365.646448,370.429863,587.892625,0.20778,0.12914,0
30,1026.50402,13.32,1.248302,561.640724,29.99746,27.360146,589.880444,52.730435,1.399811089,373.740289,365.657296,360.113948,366.321982,581.776364,0.20778,0.11641,0
30,1026.51734,13.32,1.248318,561.546262,29.994743,27.259871,589.755851,52.728331,1.399740153,371.620853,360.903192,352.275554,361.365156,574.338146,0.20778,0.10311,0
30,1026.50114,13.32,1.248298,561.609348,29.996664,27.422611,589.858892,52.733455,1.39969378,369.439755,353.878879,339.15563,353.269064,563.068397,0.20778,0.08938,0
30,1026.47954,13.32,1.248272,561.541183,29.99516,27.217395,589.704039,52.731682,1.399670661,367.273505,341.742037,316.700823,340.324241,543.700724,0.20778,0.07536,0
30,1026.48426,13.3232,1.248264,561.570756,29.996048,27.344299,589.822727,52.722782,1.39994838,372.426602,335.31944,300.715433,333.646454,533.961843,0.20778,0.0612,0
30,1026.52872,13.3344,1.248269,561.842228,30.003234,29.113265,591.800381,52.718631,1.400394015,384.923699,373.374053,362.404078,372.070612,587.46312,0.23,0.25,0
30,1026.5288,13.3324,1.248278,561.591832,29.996442,28.922711,591.43906,52.72661,1.399865129,384.653651,372.644724,361.815526,372.031749,587.172227,0.23,0.23972,0
30,1026.52476,13.3336,1.248268,561.909254,30.005039,29.378514,592.198457,52.72556,1.400294217,385.298293,373.368924,362.84095,372.876218,588.241781,0.23,0.23049,0
30,1026.5277,13.3328,1.248275,561.588415,29.996387,29.224585,591.619758,52.724699,1.3999133,384.393865,372.550236,362.309589,372.346511,587.114441,0.23,0.22239,0
30,1026.53524,13.3388,1.248258,561.568003,29.996046,28.964859,591.526647,52.724666,1.399898262,383.536968,371.868438,361.8411,371.739801,586.590123,0.23,0.2155,0
30,1026.4951,13.34,1.248204,561.675187,29.999558,29.123391,591.770198,52.733301,1.399832907,380.363376,370.574403,361.877988,369.792052,586.473923,0.23,0.20991,0
30,1026.53676,13.3376,1.248265,561.814839,30.002553,28.985966,591.60489,52.730936,1.400035448,375.35993,368.080642,361.731359,366.798229,582.844542,0.23,0.20567,0
30,1026.52628,13.3312,1.24828,561.776247,30.00134,28.917583,591.713126,52.739104,1.399762023,373.065399,366.470333,361.543961,365.731909,581.352921,0.23,0.20281,0
30,1026.52082,13.332,1.24827,561.621642,29.997334,29.007533,591.61541,52.730743,1.399797033,372.571851,366.359475,361.835908,365.808975,581.262446,0.23,0.20138,0
30,1026.50562,13.3352,1.248238,561.735471,30.000763,29.033637,591.775066,52.726485,1.400070099,372.535422,366.137493,361.439944,365.662542,580.838743,0.23,0.20102,0
30,1026.50752,13.338,1.248228,561.598857,29.997234,28.996553,591.759342,52.733877,1.399709176,372.301795,365.762894,361.471699,365.634993,580.519902,0.23,0.19958,0
30,1026.51472,13.3352,1.248249,561.753225,30.001104,28.753988,591.37699,52.733919,1.39988864,371.543334,364.469075,359.713777,364.498772,578.644153,0.23,0.19673,0
30,1026.52944,13.3356,1.248265,561.676088,29.99885,28.759249,591.366929,52.730176,1.399882828,372.228681,364.342696,359.057422,364.623764,578.696885,0.23,0.19248,0
30,1026.53596,13.3392,1.248257,561.614712,29.997304,28.848805,591.355491,52.729509,1.399828392,372.904103,365.017458,359.889996,365.661949,579.942374,0.23,0.18689,0
30,1026.5227,13.3372,1.24825,561.626057,29.997696,28.785879,591.391589,52.726186,1.399934908,373.834509,365.894795,361.060602,366.928557,581.633352,0.23,0.18001,0
30,1026.50496,13.3312,1.248254,561.72275,30.000223,28.553506,591.185912,52.727593,1.400015479,374.197538,367.013982,362.705761,368.027885,583.448755,0.23,0.17191,0
30,1026.497,13.3392,1.24821,561.389475,29.991858,28.569747,590.874713,52.720211,1.399821089,376.196512,368.93741,364.901597,369.95887,586.410686,0.23,0.16267,0
30,1026.50658,13.3332,1.248247,561.522718,29.994962,28.416936,590.942498,52.731932,1.399654786,375.931333,369.492171,366.395247,370.749893,587.520979,0.23,0.15239,0
30,1026.5001,13.34,1.24821,561.532971,29.995687,28.173648,590.695398,52.734943,1.399608699,377.246268,370.807173,367.904814,372.118811,589.598413,0.23,0.14118,0
30,1026.51094,13.3388,1.248228,561.587845,29.996931,27.66031,590.169567,52.7256,1.399914766,375.677523,369.48632,366.166556,370.365491,587.204319,0.23,0.12914,0
30,1026.49292,13.34,1.248201,561.604506,29.997702,27.45483,590.02452,52.731382,1.399797242,374.077669,366.607298,361.633188,367.253774,582.685808,0.23,0.11641,0
30,1026.48306,13.3392,1.248193,561.568003,29.99683,27.375992,589.802339,52.739001,1.399554334,371.563453,361.642458,353.76415,361.982186,574.619125,0.23,0.10311,0
30,1026.4938,13.34,1.248202,561.820535,30.003458,27.253756,589.9729,52.735428,1.399958421,368.655845,353.946932,340.123718,353.458364,562.321899,0.23,0.08938,0
30,1026.51178,13.34,1.248224,561.566247,29.996405,27.121658,589.585093,52.729117,1.399796846,366.754055,341.625262,317.50249,340.410838,542.72131,0.23,0.07536,0
30,1026.51638,13.34,1.24823,561.552956,29.995982,27.343575,589.719557,52.7228,1.399944821,371.787543,335.366915,301.328718,333.511593,533.570215,0.23,0.0612,0
30,1026.45656,13.38,1.247983,561.706611,30.003055,33.32188,596.275896,38.854883,1.900055004,389.93129,369.349814,365.678008,384.642998,591.822449,0.03,0.25,0
30,1026.46182,13.38,1.247989,561.424554,29.995444,33.052095,595.613618,38.84992,1.899815675,388.683822,366.623276,363.803119,384.388075,590.149624,0.03,0.23972,0
30,1026.46724,13.38,1.247996,561.628003,30.000799,33.163284,595.810361,38.847622,1.900267246,388.071654,365.113126,363.334951,384.935338,590.403951,0.03,0.23049,0
30,1026.47212,13.38,1.248002,561.562354,29.998975,33.258363,595.686146,38.853643,1.899857254,386.835618,362.974097,362.148232,384.810603,589.852742,0.03,0.22239,0
30,1026.5193,13.38,1.248059,561.613573,29.999653,33.305442,595.867504,38.848865,1.90013386,385.734377,361.252014,360.784901,384.290234,589.79514,0.03,0.2155,0
30,1026.46568,13.38,1.247994,561.591738,29.999853,33.590418,596.291549,38.849339,1.900123344,377.640791,357.44877,360.842238,378.510899,586.955836,0.03,0.20991,0
30,1026.46188,13.38,1.247989,561.4715,29.996697,33.453387,595.949752,38.849153,1.899932546,360.73485,344.974552,361.675271,367.480945,574.046191,0.03,0.20567,0
30,1026.45188,13.38,1.247977,561.669158,30.002123,33.47982,596.131106,38.856755,1.899904445,358.163564,341.198522,361.284235,366.858269,572.077612,0.03,0.20281,0
30,1026.45166,13.38,1.247977,561.306074,29.992427,33.311492,595.603567,38.851752,1.899535014,358.527047,341.192607,358.749373,365.970728,571.282583,0.03,0.20138,0
30,1026.43446,13.3808,1.247952,561.755551,30.004727,33.579765,596.21875,38.859508,1.899934735,359.123958,340.955303,358.556846,367.367527,572.205104,0.03,0.20102,0
30,1026.41624,13.38,1.247934,561.477718,29.99753,33.395393,595.882686,38.850459,1.899921437,359.440887,341.071227,357.17359,367.215309,572.405725,0.03,0.19958,0
30,1026.42864,13.3832,1.247935,561.443162,29.996593,33.094769,595.644993,38.850006,1.899884244,359.34245,339.258529,352.426326,365.641236,569.899993,0.03,0.19673,0
30,1026.4481,13.3852,1.24795,561.653256,30.002026,33.20576,595.9291,38.850195,1.900219108,357.841501,335.668453,347.129092,363.62181,566.256395,0.03,0.19248,0
30,1026.4496,13.382,1.247966,561.40101,29.995098,33.132051,595.525581,38.844911,1.900038737,353.156169,327.635691,336.21527,357.38714,556.416454,0.03,0.18689,0
30,1026.45026,13.3808,1.247972,561.80169,30.005728,33.379613,596.327247,38.84905,1.900509591,350.606321,320.035771,324.340192,352.203723,547.355693,0.03,0.18001,0
30,1026.44986,13.3836,1.247959,561.373526,29.994444,32.744763,595.061504,38.848421,1.899825642,344.811004,308.232754,306.116486,340.481655,530.906415,0.03,0.17191,0
30,1026.46856,13.3852,1.247975,561.382639,29.994498,32.497334,594.92703,38.84884,1.899808572,344.420755,297.603123,284.772719,329.009127,514.272753,0.03,0.16267,0
30,1026.46216,13.3944,1.247927,561.552481,29.99961,32.085058,594.756199,38.849744,1.900088145,345.319537,292.980785,278.060673,324.794265,509.916359,0.03,0.15239,0
30,1026.4557,13.3924,1.247928,561.257941,29.991731,31.900685,594.197893,38.854161,1.899373163,338.546807,287.958801,279.303941,320.664356,507.530825,0.03,0.14118,0
30,1026.4448,13.3928,1.247913,561.672434,30.002983,31.508268,594.007083,38.846117,1.900479209,344.509258,287.39891,272.301199,322.1586,509.523419,0.03,0.12914,0
30,1026.43392,13.4,1.247868,561.531974,29.999768,31.344805,593.846372,38.850477,1.900062302,343.284014,284.68447,269.433883,318.960683,510.015979,0.03,0.11641,0
30,1026.43538,13.4036,1.247854,561.757165,30.00595,31.054241,593.882673,38.851816,1.900388347,333.857009,276.320107,274.137428,317.157985,509.719167,0.03,0.10311,0
30,1026.43458,13.4,1.247869,561.410883,29.996523,30.969287,593.334944,38.846145,1.900068643,331.514473,256.624846,249.413398,311.796849,497.878415,0.03,0.08938,0
30,1026.44468,13.4036,1.247866,561.586421,30.001254,31.090077,593.623992,38.850701,1.900145464,342.141027,223.768299,188.886158,291.841263,470.531224,0.03,0.07536,0
30,1026.4276,13.4068,1.247831,561.215077,29.99175,30.858559,592.983752,38.84658,1.899745034,359.015331,195.883572,150.219767,290.380619,472.351281,0.03,0.0612,0
30,1026.41574,13.4192,1.247762,561.373526,29.996806,33.089442,595.391381,38.842997,1.90024056,388.53811,369.021969,363.953554,382.033774,590.754011,0.05222,0.25,0
30,1026.43412,13.4132,1.247811,561.336738,29.995241,33.110812,595.63453,38.852327,1.899685121,388.127875,367.511145,363.194312,382.363723,590.531843,0.05222,0.23972,0
30,1026.41872,13.4036,1.247834,561.571658,30.001239,33.400653,596.120643,38.854323,1.899967382,388.122684,366.87603,363.272885,383.023881,591.310568,0.05222,0.23049,0
30,1026.4118,13.4144,1.247779,561.464949,29.999055,33.395656,595.975928,38.854524,1.899819242,386.960417,365.207616,362.180317,382.683279,590.827852,0.05222,0.22239,0
30,1026.44202,13.4088,1.24784,561.447529,29.997855,33.290056,595.795378,38.851044,1.899913413,383.952,362.715161,360.269786,380.523614,589.115974,0.05222,0.2155,0
30,1026.39732,13.4028,1.247811,561.627053,30.00299,33.231865,596.006562,38.844657,1.900551083,373.335775,356.725812,360.967103,374.342983,584.725354,0.05222,0.20991,0
30,1026.41132,13.4024,1.24783,561.332086,29.994884,33.290319,595.675955,38.848047,1.899871802,364.301776,350.49317,361.087108,368.882157,578.697534,0.05222,0.20567,0
30,1026.42208,13.4052,1.247831,561.574601,30.001352,33.295185,596.007028,38.844191,1.900470122,361.503504,347.197007,359.307022,367.367195,576.092504,0.05222,0.20281,0
30,1026.424,13.4048,1.247835,561.528794,30.00008,33.116204,595.603364,38.845631,1.900319099,360.568624,345.945856,357.589286,366.192387,574.380225,0.05222,0.20138,0
30,1026.44524,13.4096,1.24784,561.500123,29.999254,33.353245,595.815416,38.851361,1.899986515,360.880295,346.067238,357.698241,366.500436,574.216107,0.05222,0.20102,0
